cell_nm	passed_qc	group
1CDES_p7_H10	1	late-S/G2
1CDES_p7_H11	0	NA
1CDES_p7_H12	0	NA
1CDES_p7_H2	0	NA
1CDES_p7_H3	0	NA
1CDES_p7_H4	1	early-S
1CDES_p7_H5	0	NA
1CDES_p7_H6	0	NA
1CDES_p7_H7	1	early-S
1CDES_p7_H8	0	NA
1CDES_p7_H9	1	G1
1CDES_p8_A1	0	NA
1CDES_p8_A10	1	early-S
1CDES_p8_A11	0	NA
1CDES_p8_A12	1	G1
1CDES_p8_A2	0	NA
1CDES_p8_A3	1	late-S/G2
1CDES_p8_A4	1	early-S
1CDES_p8_A5	1	early-S
1CDES_p8_A6	1	late-S/G2
1CDES_p8_A7	1	early-S
1CDES_p8_A8	0	NA
1CDES_p8_A9	0	NA
1CDES_p8_B1	0	NA
1CDES_p8_B10	1	early-S
1CDES_p8_B11	0	NA
1CDES_p8_B12	0	NA
1CDES_p8_B2	1	late-S/G2
1CDES_p8_B3	0	NA
1CDES_p8_B4	0	NA
1CDES_p8_B5	0	NA
1CDES_p8_B6	1	late-S/G2
1CDES_p8_B7	0	NA
1CDES_p8_B8	1	G1
1CDES_p8_B9	1	early-S
1CDES_p8_C1	1	early-S
1CDES_p8_C10	0	NA
1CDES_p8_C11	0	NA
1CDES_p8_C12	0	NA
1CDES_p8_C2	0	NA
1CDES_p8_C3	0	NA
1CDES_p8_C4	1	late-S/G2
1CDES_p8_C5	0	NA
1CDES_p8_C6	1	late-S/G2
1CDES_p8_C7	1	post-M
1CDES_p8_C8	1	late-S/G2
1CDES_p8_C9	1	early-S
1CDES_p8_D1	1	late-S/G2
1CDES_p8_D10	0	NA
1CDES_p8_D11	1	early-S
1CDES_p8_D12	1	early-S
1CDES_p8_D2	1	late-S/G2
1CDES_p8_D3	1	late-S/G2
1CDES_p8_D4	1	late-S/G2
1CDES_p8_D5	0	NA
1CDES_p8_D6	0	NA
1CDES_p8_D7	1	early-S
1CDES_p8_D8	0	NA
1CDES_p8_D9	0	NA
1CDES_p8_E1	0	NA
1CDES_p8_E10	0	NA
1CDES_p8_E11	1	pre-M
1CDES_p8_E12	1	late-S/G2
1CDES_p8_E2	1	late-S/G2
1CDES_p8_E3	1	late-S/G2
1CDES_p8_E4	1	early-S
1CDES_p8_E5	0	NA
1CDES_p8_E6	0	NA
1CDES_p8_E7	0	NA
1CDES_p8_E8	1	late-S/G2
1CDES_p8_E9	1	early-S
1CDES_p8_F1	0	NA
1CDES_p8_F10	1	late-S/G2
1CDES_p8_F11	0	NA
1CDES_p8_F12	1	G1
1CDES_p8_F2	1	post-M
1CDES_p8_F3	0	NA
1CDES_p8_F4	1	late-S/G2
1CDES_p8_F5	1	late-S/G2
1CDES_p8_F6	1	late-S/G2
1CDES_p8_F7	1	early-S
1CDES_p8_F8	1	G1
1CDES_p8_F9	1	early-S
1CDES_p8_G1	0	NA
1CDES_p8_G10	1	early-S
1CDES_p8_G11	1	late-S/G2
1CDES_p8_G12	0	NA
1CDES_p8_G2	0	NA
1CDES_p8_G3	0	NA
1CDES_p8_G4	0	NA
1CDES_p8_G5	1	early-S
1CDES_p8_G6	1	early-S
1CDES_p8_G7	0	NA
1CDES_p8_G8	1	late-S/G2
1CDES_p8_G9	1	early-S
1CDES_p8_H1	0	NA
1CDES_p8_H10	0	NA
1CDES_p8_H11	0	NA
1CDES_p8_H12	0	NA
1CDES_p8_H2	0	NA
1CDES_p8_H3	0	NA
1CDES_p8_H4	0	NA
1CDES_p8_H5	0	NA
1CDES_p8_H6	1	early-S
1CDES_p8_H7	0	NA
1CDES_p8_H8	0	NA
1CDES_p8_H9	0	NA
1CDES_p9_A1	1	late-S/G2
1CDES_p9_A10	0	NA
1CDES_p9_A11	0	NA
1CDES_p9_A12	1	G1
1CDES_p9_A2	0	NA
1CDES_p9_A3	1	late-S/G2
1CDES_p9_A4	0	NA
1CDES_p9_A5	0	NA
1CDES_p9_A6	1	G1
1CDES_p9_A7	0	NA
1CDES_p9_A8	0	NA
1CDES_p9_A9	1	early-S
1CDES_p9_B1	0	NA
1CDES_p9_B10	0	NA
1CDES_p9_B11	0	NA
1CDES_p9_B12	1	G1
1CDES_p9_B2	1	early-S
1CDES_p9_B3	1	early-S
1CDES_p9_B4	1	early-S
1CDES_p9_B5	0	NA
1CDES_p9_B6	1	early-S
1CDES_p9_B7	1	late-S/G2
1CDES_p9_B8	1	early-S
1CDES_p9_B9	0	NA
1CDES_p9_C1	1	early-S
1CDES_p9_C10	1	post-M
1CDES_p9_C11	1	early-S
1CDES_p9_C12	0	NA
1CDES_p9_C2	0	NA
1CDES_p9_C3	1	late-S/G2
1CDES_p9_C4	1	early-S
1CDES_p9_C5	0	NA
1CDES_p9_C6	1	early-S
1CDES_p9_C7	1	early-S
1CDES_p9_C8	0	NA
1CDES_p9_C9	0	NA
1CDES_p9_D1	1	late-S/G2
1CDES_p9_D10	1	late-S/G2
1CDES_p9_D11	0	NA
1CDES_p9_D12	1	early-S
1CDES_p9_D2	1	early-S
1CDES_p9_D3	1	late-S/G2
1CDES_p9_D4	1	early-S
1CDES_p9_D5	1	early-S
1CDES_p9_D6	1	early-S
1CDES_p9_D7	1	G1
1CDES_p9_D8	0	NA
1CDES_p9_D9	0	NA
1CDES_p9_E1	0	NA
1CDES_p9_E10	0	NA
1CDES_p9_E11	0	NA
1CDES_p9_E12	1	early-S
1CDES_p9_E2	0	NA
1CDES_p9_E3	1	early-S
1CDES_p9_E4	0	NA
1CDES_p9_E5	1	late-S/G2
1CDES_p9_E6	0	NA
1CDES_p9_E7	0	NA
1CDES_p9_E8	0	NA
1CDES_p9_E9	0	NA
1CDES_p9_F1	0	NA
1CDES_p9_F10	0	NA
1CDES_p9_F11	0	NA
1CDES_p9_F12	0	NA
1CDES_p9_F2	1	late-S/G2
1CDES_p9_F3	0	NA
1CDES_p9_F4	0	NA
1CDES_p9_F5	0	NA
1CDES_p9_F6	1	late-S/G2
1CDES_p9_F7	0	NA
1CDES_p9_F8	0	NA
1CDES_p9_F9	0	NA
1CDES_p9_G1	0	NA
1CDES_p9_G10	0	NA
1CDES_p9_G11	0	NA
1CDES_p9_G12	0	NA
1CDES_p9_G2	0	NA
1CDES_p9_G3	0	NA
1CDES_p9_G4	0	NA
1CDES_p9_G5	0	NA
1CDES_p9_G6	0	NA
1CDES_p9_G7	0	NA
1CDES_p9_G8	0	NA
1CDES_p9_G9	0	NA
1CDES_p9_H1	0	NA
1CDES_p9_H10	1	late-S/G2
1CDES_p9_H11	0	NA
1CDES_p9_H12	0	NA
1CDES_p9_H2	0	NA
1CDES_p9_H3	0	NA
1CDES_p9_H4	0	NA
1CDES_p9_H5	0	NA
1CDES_p9_H6	0	NA
1CDES_p9_H7	0	NA
1CDES_p9_H8	1	early-S
1CDES_p9_H9	1	late-S/G2
1CDES_p10_A1	1	G1
1CDES_p10_A10	1	late-S/G2
1CDES_p10_A11	1	late-S/G2
1CDES_p10_A12	1	late-S/G2
1CDES_p10_A2	0	NA
1CDES_p10_A3	1	early-S
1CDES_p10_A4	1	early-S
1CDES_p10_A5	1	late-S/G2
1CDES_p10_A6	0	NA
1CDES_p10_A7	0	NA
1CDES_p10_A8	1	G1
1CDES_p10_A9	1	post-M
1CDES_p10_B1	1	early-S
1CDES_p10_B10	1	early-S
1CDES_p10_B11	0	NA
1CDES_p10_B12	1	late-S/G2
1CDES_p10_B2	1	early-S
1CDES_p10_B3	1	late-S/G2
1CDES_p10_B4	1	G1
1CDES_p10_B5	1	early-S
1CDES_p10_B6	1	early-S
1CDES_p10_B7	1	early-S
1CDES_p10_B8	1	G1
1CDES_p10_B9	1	early-S
1CDES_p10_C1	0	NA
1CDES_p10_C10	1	late-S/G2
1CDES_p10_C11	0	NA
1CDES_p10_C12	1	late-S/G2
1CDES_p10_C2	1	early-S
1CDES_p10_C3	1	G1
1CDES_p10_C4	0	NA
1CDES_p10_C5	0	NA
1CDES_p10_C6	1	late-S/G2
1CDES_p10_C7	1	late-S/G2
1CDES_p10_C8	1	early-S
1CDES_p10_C9	1	late-S/G2
1CDES_p10_D1	1	G1
1CDES_p10_D10	1	G1
1CDES_p10_D11	0	NA
1CDES_p10_D12	1	early-S
1CDES_p10_D2	0	NA
1CDES_p10_D3	1	G1
1CDES_p10_D4	0	NA
1CDES_p10_D5	0	NA
1CDES_p10_D6	0	NA
1CDES_p10_D7	1	early-S
1CDES_p10_D8	0	NA
1CDES_p10_D9	0	NA
1CDES_p10_E1	0	NA
1CDES_p10_E10	0	NA
1CDES_p10_E11	1	late-S/G2
1CDES_p10_E12	1	late-S/G2
1CDES_p10_E2	0	NA
1CDES_p10_E3	0	NA
1CDES_p10_E4	0	NA
1CDES_p10_E5	0	NA
1CDES_p10_E6	1	late-S/G2
1CDES_p10_E7	0	NA
1CDES_p10_E8	0	NA
1CDES_p10_E9	1	early-S
1CDES_p10_F1	0	NA
1CDES_p10_F10	0	NA
1CDES_p10_F11	0	NA
1CDES_p10_F12	1	late-S/G2
1CDES_p10_F2	0	NA
1CDES_p10_F3	0	NA
1CDES_p10_F4	0	NA
1CDES_p10_F5	0	NA
1CDES_p10_F6	0	NA
1CDES_p10_F7	0	NA
1CDES_p10_F8	0	NA
1CDES_p10_F9	1	late-S/G2
1CDES_p10_G1	0	NA
1CDES_p10_G10	0	NA
1CDES_p10_G11	0	NA
1CDES_p10_G12	0	NA
1CDES_p10_G2	0	NA
1CDES_p10_G3	0	NA
1CDES_p10_G4	0	NA
1CDES_p10_G5	0	NA
1CDES_p10_G6	0	NA
1CDES_p10_G7	0	NA
1CDES_p10_G8	0	NA
1CDES_p10_G9	1	early-S
1CDES_p10_H1	0	NA
1CDES_p10_H10	1	late-S/G2
1CDES_p10_H11	0	NA
1CDES_p10_H12	0	NA
1CDES_p10_H2	0	NA
1CDES_p10_H3	0	NA
1CDES_p10_H4	0	NA
1CDES_p10_H5	0	NA
1CDES_p10_H6	0	NA
1CDES_p10_H7	0	NA
1CDES_p10_H8	1	early-S
1CDES_p10_H9	0	NA
